Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
8735,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,27-Dec-20
8736,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,26-Dec-20
8737,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,25-Dec-20
8738,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,24-Dec-20
8739,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,23-Dec-20
8740,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,22-Dec-20
8741,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,21-Dec-20
8742,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,20-Dec-20
8743,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,19-Dec-20
8744,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,18-Dec-20
8745,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,17-Dec-20
8746,Agra,Jagnair,Potato,Desi,FAQ,1600,1700,1650,16-Dec-20
8747,Agra,Jagnair,Potato,Desi,FAQ,1600,1800,1700,15-Dec-20
8748,Agra,Jagnair,Potato,Desi,FAQ,1700,1900,1800,11-Dec-20
8749,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,08-Dec-20
8750,Agra,Jagnair,Potato,Desi,FAQ,1850,2050,1950,07-Dec-20
8751,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,06-Dec-20
8752,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,05-Dec-20
8753,Agra,Jagnair,Potato,Desi,FAQ,1700,1900,1800,04-Dec-20
8754,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,03-Dec-20
8755,Agra,Jagnair,Potato,Desi,FAQ,2300,2400,2350,02-Dec-20
8756,Agra,Jagnair,Potato,Desi,FAQ,2200,2400,2300,01-Dec-20
8757,Agra,Jagnair,Potato,Desi,FAQ,2600,2700,2650,30-Nov-20
8758,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,28-Nov-20
8759,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,27-Nov-20
8760,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,26-Nov-20
8761,Agra,Jagnair,Potato,Desi,FAQ,3000,3200,3100,25-Nov-20
8762,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,24-Nov-20
8763,Agra,Jagnair,Potato,Desi,FAQ,1500,1550,1525,19-Oct-20
8764,Agra,Jagnair,Potato,Desi,FAQ,1550,1650,1600,18-Oct-20
8765,Agra,Jagnair,Potato,Other,FAQ,1550,1650,1600,17-Oct-20
8766,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,16-Oct-20
8767,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,07-Oct-20
8768,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,06-Oct-20
8769,Agra,Jagnair,Potato,Desi,FAQ,1470,1530,1500,05-Oct-20
8770,Agra,Jagnair,Potato,Desi,FAQ,1450,1500,1475,04-Oct-20
8771,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,31-Aug-20
8772,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,30-Jun-20
8773,Agra,Jagnair,Potato,Desi,FAQ,1300,1330,1315,29-Jun-20
8774,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,27-Jun-20
8775,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,26-Jun-20
8776,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,25-Jun-20
8777,Agra,Jagnair,Potato,Desi,FAQ,1330,1350,1340,24-Jun-20
8778,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,23-Jun-20
8779,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,22-Jun-20
8780,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,20-Jun-20
8781,Agra,Jagnair,Potato,Desi,FAQ,1300,1380,1340,19-Jun-20
8782,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,17-Jun-20
8783,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,16-Jun-20
8784,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,15-Jun-20
8785,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,12-Jun-20
8786,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,11-Jun-20
8787,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,10-Jun-20
8788,Agra,Jagnair,Potato,Desi,FAQ,1280,1320,1300,09-Jun-20
8789,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,08-Jun-20
8790,Agra,Jagnair,Potato,Desi,FAQ,1320,1380,1350,06-Jun-20
8791,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,05-Jun-20
8792,Agra,Jagnair,Potato,Desi,FAQ,1310,1370,1340,04-Jun-20
8793,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,03-Jun-20
8794,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,02-Jun-20
8795,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,01-Jun-20
8796,Agra,Jagnair,Potato,Desi,FAQ,1380,1460,1420,30-May-20
8797,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,29-May-20
8798,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,28-May-20
8799,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,26-May-20
8800,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,23-May-20
8801,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,22-May-20
8802,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,21-May-20
8803,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,19-May-20
8804,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,18-May-20
8805,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,15-May-20
8806,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,14-May-20
8807,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,13-May-20
8808,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,12-May-20
8809,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,11-May-20
8810,Agra,Jagnair,Potato,Desi,FAQ,1400,1480,1440,09-May-20
8811,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,08-May-20
8812,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,07-May-20
8813,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,06-May-20
8814,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,05-May-20
8815,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,02-May-20
8816,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,30-Apr-20
8817,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,29-Apr-20
8818,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,28-Apr-20
8819,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,27-Apr-20
8820,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,26-Apr-20
8821,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,25-Apr-20
8822,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,24-Apr-20
8823,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,23-Apr-20
8824,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,22-Apr-20
8825,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,21-Apr-20
8826,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,20-Apr-20
8827,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,18-Apr-20
8828,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,17-Apr-20
8829,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,16-Apr-20
8830,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,15-Apr-20
8831,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,14-Apr-20
8832,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,12-Apr-20
8833,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,11-Apr-20
8834,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,10-Apr-20
8835,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,09-Apr-20
8836,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,08-Apr-20
8837,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,07-Apr-20
8838,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,06-Apr-20
8839,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,05-Apr-20
8840,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,04-Apr-20
8841,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,03-Apr-20
8842,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,02-Apr-20
8843,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,01-Apr-20
8844,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,31-Mar-20
8845,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,30-Mar-20
8846,Agra,Jagnair,Potato,Desi,FAQ,1050,1150,1100,29-Mar-20
8847,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,28-Mar-20
8848,Agra,Jagnair,Potato,Desi,FAQ,950,1000,975,27-Mar-20
8849,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,26-Mar-20
8850,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,25-Mar-20
8851,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,21-Mar-20
8852,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,20-Mar-20
8853,Agra,Jagnair,Potato,Desi,FAQ,1000,1060,1030,19-Mar-20
8854,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,18-Mar-20
8855,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,17-Mar-20
8856,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,16-Mar-20
8857,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,15-Mar-20
8858,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,13-Mar-20
8859,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,12-Mar-20
8860,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,11-Mar-20
8861,Agra,Jagnair,Potato,Desi,FAQ,860,940,900,09-Mar-20
8862,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,07-Mar-20
8863,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,06-Mar-20
8864,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,05-Mar-20
8865,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,04-Mar-20
8866,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,03-Mar-20
8867,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,02-Mar-20
8868,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,29-Feb-20
8869,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,28-Feb-20
8870,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,27-Feb-20
8871,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,26-Feb-20
8872,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,22-Feb-20
8873,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,21-Feb-20
8874,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,20-Feb-20
8875,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,19-Feb-20
8876,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,18-Feb-20
8877,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,17-Feb-20
8878,Agra,Jagnair,Potato,Desi,FAQ,1120,1200,1180,15-Feb-20
8879,Agra,Jagnair,Potato,Desi,FAQ,1100,1140,1120,14-Feb-20
8880,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,13-Feb-20
8881,Agra,Jagnair,Potato,Desi,FAQ,1050,1100,1075,12-Feb-20
8882,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,11-Feb-20
8883,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,10-Feb-20
8884,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,09-Feb-20
8885,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,08-Feb-20
8886,Agra,Jagnair,Potato,Desi,FAQ,1100,1150,1125,07-Feb-20
8887,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,06-Feb-20
8888,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,05-Feb-20
8889,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,04-Feb-20
8890,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,03-Feb-20
8891,Agra,Jagnair,Potato,Desi,FAQ,1180,1260,1220,01-Feb-20
8892,Agra,Jagnair,Potato,Desi,FAQ,1200,1250,1225,31-Jan-20
8893,Agra,Jagnair,Potato,Desi,FAQ,1120,1200,1160,30-Jan-20
8894,Agra,Jagnair,Potato,Desi,FAQ,1150,1210,1180,29-Jan-20
8895,Agra,Jagnair,Potato,Desi,FAQ,1220,1280,1250,28-Jan-20
8896,Agra,Jagnair,Potato,Desi,FAQ,1200,1250,1225,27-Jan-20
8897,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,25-Jan-20
8898,Agra,Jagnair,Potato,Desi,FAQ,1180,1220,1200,24-Jan-20
8899,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,23-Jan-20
8900,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,22-Jan-20
8901,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,21-Jan-20
8902,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,18-Jan-20
8903,Agra,Jagnair,Potato,Desi,FAQ,1200,1240,1220,17-Jan-20
8904,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,16-Jan-20
8905,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,15-Jan-20
8906,Agra,Jagnair,Potato,Desi,FAQ,1180,1340,1260,14-Jan-20
8907,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,13-Jan-20
8908,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,11-Jan-20
8909,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,10-Jan-20
8910,Agra,Jagnair,Potato,Desi,FAQ,1220,1340,1280,09-Jan-20
8911,Agra,Jagnair,Potato,Desi,FAQ,1240,1320,1280,08-Jan-20
8912,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,06-Jan-20
8913,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,05-Jan-20
8914,Agra,Jagnair,Potato,Desi,FAQ,1220,1280,1250,04-Jan-20
8915,Agra,Jagnair,Potato,Desi,FAQ,1250,1300,1275,03-Jan-20
8916,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,02-Jan-20
8917,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,01-Jan-20
8918,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,30-Dec-19
8919,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,28-Dec-19
8920,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,27-Dec-19
8921,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,25-Dec-19
8922,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,19-Dec-19
8923,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,18-Dec-19
8924,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,17-Dec-19
8925,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,16-Dec-19
8926,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,14-Dec-19
8927,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,13-Dec-19
8928,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,12-Dec-19
8929,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,11-Dec-19
8930,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,09-Dec-19
8931,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,07-Dec-19
8932,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,06-Dec-19
8933,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,05-Dec-19
8934,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,04-Dec-19
8935,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,03-Dec-19
8936,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,02-Dec-19
8937,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,30-Nov-19
8938,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,29-Nov-19
8939,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,28-Nov-19
8940,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,26-Nov-19
8941,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,25-Nov-19
8942,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,23-Nov-19
8943,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,22-Nov-19
8944,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,21-Nov-19
8945,Agra,Jagnair,Potato,Desi,FAQ,1000,1040,1020,20-Nov-19
8946,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,19-Nov-19
8947,Agra,Jagnair,Potato,Other,FAQ,1000,1100,1050,18-Nov-19
8948,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,16-Nov-19
8949,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,15-Nov-19
8950,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,14-Nov-19
8951,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,13-Nov-19
8952,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,12-Nov-19
8953,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,11-Nov-19
8954,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,09-Nov-19
8955,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,08-Nov-19
8956,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,07-Nov-19
8957,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,06-Nov-19
8958,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,05-Nov-19
8959,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,04-Nov-19
8960,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,02-Nov-19
8961,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,01-Nov-19
8962,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,31-Oct-19
8963,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,30-Oct-19
8964,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,26-Oct-19
8965,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,25-Oct-19
8966,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,24-Oct-19
8967,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,23-Oct-19
8968,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,22-Oct-19
8969,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,21-Oct-19
8970,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,19-Oct-19
8971,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,18-Oct-19
8972,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,17-Oct-19
8973,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,16-Oct-19
8974,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,15-Oct-19
8975,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,14-Oct-19
8976,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,12-Oct-19
8977,Agra,Jagnair,Potato,Desi,FAQ,500,600,550,11-Oct-19
8978,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,10-Oct-19
8979,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,09-Oct-19
8980,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,08-Oct-19
8981,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,05-Oct-19
8982,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,04-Oct-19
8983,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,03-Oct-19
8984,Agra,Jagnair,Potato,Desi,FAQ,500,650,575,02-Oct-19
8985,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,01-Oct-19
8986,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,30-Sep-19
8987,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,28-Sep-19
8988,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,27-Sep-19
8989,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,26-Sep-19
8990,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,25-Sep-19
8991,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,24-Sep-19
8992,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,23-Sep-19
8993,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,21-Sep-19
8994,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,20-Sep-19
8995,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,19-Sep-19
8996,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,18-Sep-19
8997,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,17-Sep-19
8998,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,16-Sep-19
8999,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,14-Sep-19
9000,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,13-Sep-19
9001,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,12-Sep-19
9002,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,10-Sep-19
9003,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,09-Sep-19
9004,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,07-Sep-19
9005,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,06-Sep-19
9006,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,05-Sep-19
9007,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,04-Sep-19
9008,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,03-Sep-19
9009,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,02-Sep-19
9010,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,31-Aug-19
9011,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,30-Aug-19
9012,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,29-Aug-19
9013,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,28-Aug-19
9014,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,27-Aug-19
9015,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,26-Aug-19
9016,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,24-Aug-19
9017,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,23-Aug-19
9018,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,22-Aug-19
9019,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,21-Aug-19
9020,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,20-Aug-19
9021,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,19-Aug-19
9022,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,17-Aug-19
9023,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,16-Aug-19
9024,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,14-Aug-19
9025,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,13-Aug-19
9026,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,12-Aug-19
9027,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,10-Aug-19
9028,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,09-Aug-19
9029,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,08-Aug-19
9030,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,07-Aug-19
9031,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,06-Aug-19
9032,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,05-Aug-19
9033,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,03-Aug-19
9034,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,02-Aug-19
9035,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,01-Aug-19
9036,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,31-Jul-19
9037,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,30-Jul-19
9038,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,29-Jul-19
9039,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,27-Jul-19
9040,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,26-Jul-19
9041,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,25-Jul-19
9042,Agra,Jagnair,Potato,Desi,FAQ,750,800,775,24-Jul-19
9043,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,23-Jul-19
9044,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,22-Jul-19
9045,Agra,Jagnair,Potato,Desi,FAQ,750,800,775,20-Jul-19
9046,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,19-Jul-19
9047,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,18-Jul-19
9048,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,17-Jul-19
9049,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,16-Jul-19
9050,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,15-Jul-19
9051,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,13-Jul-19
9052,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,12-Jul-19
9053,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,11-Jul-19
9054,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,10-Jul-19
9055,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,09-Jul-19
9056,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,08-Jul-19
9057,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,06-Jul-19
9058,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,05-Jul-19
9059,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,04-Jul-19
9060,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,03-Jul-19
9061,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,02-Jul-19
9062,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,01-Jul-19
9063,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,29-Jun-19
9064,Agra,Jagnair,Potato,Desi,FAQ,720,800,760,24-Jun-19
9065,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,22-Jun-19
9066,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,21-Jun-19
9067,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,20-Jun-19
9068,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,19-Jun-19
9069,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,18-Jun-19
